FID,site_id,site_on,site_at,corn_desc,city,county,publiccomm,dt_zone,parkride,adaaccess,ada_comm,busstop_yn,node_id,gate,T_Code,board_flag,alight_fla,Lat,Long
417,49578,12th Ave N,1st St N,Near side N,HOPKINS,Hennepin,Need site check,N,N,Y, ,Y, , , ,1,1,44.92603798,-93.41504622
418,49585,12th Ave N,1st St N,Near side S,HOPKINS,Hennepin,Need site check,N,N,Y, ,Y, , , ,1,1,44.92627409,-93.41517413
419,49579,12th Ave N,2nd St N,Near side N,HOPKINS,Hennepin,Need site check,N,N,Y, ,Y, , , ,1,1,44.92780703,-93.41488206
420,9841,12th Ave N,2nd St N,Near side N,SOUTH SAINT PAUL,Dakota, ,N,N,Y, ,Y, , , ,1,1,44.89245312,-93.04868305
421,49584,12th Ave N,2nd St N,Near side S,HOPKINS,Hennepin,Need site check,N,N,Y, ,Y, , , ,1,1,44.92816099,-93.41503097
422,9961,12th Ave N,2nd St N,Near side S,SOUTH SAINT PAUL,Dakota, ,N,N,Y, ,Y, , , ,1,1,44.89265614,-93.04882595
423,49580,12th Ave N,3rd St N,Near side N,HOPKINS,Hennepin,Need site check,N,N,Y, ,Y, , , ,1,1,44.92957403,-93.41481127
424,9842,12th Ave N,3rd St N,Near side N,SOUTH SAINT PAUL,Dakota, ,N,N,Y, ,Y, , , ,1,1,44.89421798,-93.04866516
425,49583,12th Ave N,3rd St N,Near side S,HOPKINS,Hennepin,Need site check,N,N,Y, ,Y, , , ,1,1,44.92992118,-93.41494898
426,9960,12th Ave N,3rd St N,Near side S,SOUTH SAINT PAUL,Dakota, ,N,N,Y, ,Y, , , ,1,1,44.89443001,-93.04882327
427,49581,12th Ave N,4th St N,Near side N,HOPKINS,Hennepin,Need site check,N,N,Y, ,Y, , , ,1,1,44.93142807,-93.41471727
428,9843,12th Ave N,4th St N,Near side N,SOUTH SAINT PAUL,Dakota, ,N,N,Y, ,Y, , , ,1,1,44.89599905,-93.04866324
429,49582,12th Ave N,4th St N,Near side S,HOPKINS,Hennepin,Need site check,N,N,Y, ,Y, , , ,1,1,44.93167619,-93.41485808
430,9959,12th Ave N,4th St N,Near side S,SOUTH SAINT PAUL,Dakota, ,N,N,Y, ,Y, , , ,1,1,44.8962289,-93.04881516
431,9845,12th Ave N,Congress St,Near side N,SOUTH SAINT PAUL,Dakota, ,N,N,Y, ,Y, , , ,1,1,44.89951605,-93.04871523
432,9957,12th Ave N,Congress St,Near side S,SOUTH SAINT PAUL,Dakota, ,N,N,Y, ,Y, , , ,1,1,44.89992999,-93.04887225
433,9844,12th Ave N,Dwane St,Near side N,SOUTH SAINT PAUL,Dakota, ,N,N,Y, ,Y, , , ,1,1,44.898278,-93.04870797
434,9958,12th Ave N,Dwane St,Near side S,SOUTH SAINT PAUL,Dakota, ,N,N,Y, ,Y, , , ,1,1,44.89867393,-93.04887119
435,9840,12th Ave N,Marie Ave,Near side N,SOUTH SAINT PAUL,Dakota, ,N,N,Y, ,Y, , , ,1,1,44.89064415,-93.04866721
436,9962,12th Ave N,Marie Ave,Near side S,SOUTH SAINT PAUL,Dakota, ,N,N,Y, ,Y, , , ,1,1,44.89085311,-93.048831
437,56882,12th Ave N,N Hwy 7 Frontage Rd,Near side N,HOPKINS,Hennepin,New 8/1/19 Eisenhower Comm Ctr - needs ADA pad,N,N,N,New 8/1/19 Eisenhower Comm Ctr - needs ADA pad,Y, , , ,1,1,44.93320998,-93.41462922
438,56644,12th Ave N,Penn Ave N,Near side E,MINNEAPOLIS,Hennepin,Temp Stop C-line Construction,N,N,Y,Temp Stop C-line Construction,N, , , ,0,0,44.98963202,-93.30837817
439,56640,12th Ave N,Queen Ave N,Near side W,MINNEAPOLIS,Hennepin,Temp Stop C-line Construction,N,N,Y,Temp Stop C-line Construction,N, , , ,0,0,44.98959009,-93.30937123
440,9846,12th Ave N,Thompson Ave,Near side N,SOUTH SAINT PAUL,Dakota, ,N,N,Y, ,Y, , , ,1,1,44.90141999,-93.04871405
441,3669,12th Ave S,12th Ave Circle,Across from N,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.83184013,-93.25800622
442,3661,12th Ave S,12th Ave Circle,Near side S,BLOOMINGTON,Hennepin, ,N,N,N, ,Y, , , ,0,0,44.83208018,-93.25814114
443,53033,12th Ave S,56th St E,Near side N,MINNEAPOLIS,Hennepin, ,N,N,Y,6/09 Rt 14 reroute,N, , , ,0,0,44.90148806,-93.25760404
444,53031,12th Ave S,56th St E,Near side S,MINNEAPOLIS,Hennepin, ,N,N,Y,6/09 Rt 14 reroute,N, , , ,0,0,44.90175613,-93.25772797
445,770,12th Ave S,57th St E,Near side N,MINNEAPOLIS,Hennepin, ,N,N,Y, ,Y, , , ,0,0,44.89968112,-93.25766196
446,53032,12th Ave S,57th St E,Near side S,MINNEAPOLIS,Hennepin, ,N,N,Y,6/09 Rt 14 reroute,N, , , ,0,0,44.89986489,-93.25780223
447,769,12th Ave S,58th St E,Near side N,MINNEAPOLIS,Hennepin, ,N,N,Y, ,Y, , , ,0,0,44.89783492,-93.25772325
448,751,12th Ave S,58th St E,Near side S,MINNEAPOLIS,Hennepin, ,N,N,Y, ,Y, , , ,0,0,44.8980151,-93.25786299
449,768,12th Ave S,59th St E,Near side N,MINNEAPOLIS,Hennepin, ,N,N,Y, ,Y, , , ,0,0,44.89603513,-93.25776498
450,752,12th Ave S,59th St E,Near side S,MINNEAPOLIS,Hennepin, ,N,N,Y, ,Y, , , ,0,0,44.89621512,-93.25790523
451,753,12th Ave S,60th St E,Near side S,MINNEAPOLIS,Hennepin, ,N,N,Y, ,Y, , , ,0,0,44.8944309,-93.25795121
452,41269,12th Ave S,76th St E,Near side N,RICHFIELD,Hennepin, ,N,N,Y, ,Y, , , ,1,1,44.86543513,-93.25788725
453,41267,12th Ave S,76th St E,Far side S,RICHFIELD,Hennepin, ,N,N,Y,6/12 D-10532,Y, , , ,1,1,44.86530508,-93.25803604
454,704,12th Ave S,77th St E,Near side N,RICHFIELD,Hennepin,Shelter bench,N,N,Y, ,Y,1277, , ,1,1,44.86358713,-93.25790799
455,48622,12th Ave S,77th St E,Far side S,RICHFIELD,Hennepin,deleted pre-2002,N,N,Y,7/12-9/12 BTR = 1277 D-10532,N, , , ,0,0,44.86354287,-93.25805209
456,41268,12th Ave S,77th St E,Near side S,RICHFIELD,Hennepin,6/12 D-10532,N,N,Y, ,Y,1277, , ,1,1,44.8641309,-93.25804699
457,49396,12th Ave S,78th St E,Near side N,RICHFIELD,Hennepin,9/13 relocated was Node MB 78th / 77th,N,N,Y, ,Y,1277, , ,1,1,44.86283708,-93.25786299
458,672,12th Ave S,78th St E (Hwy 494 Frontage),Far side S,BLOOMINGTON,Hennepin, ,N,N,Y,12 ft wide blvd,Y, , , ,1,1,44.86166603,-93.25808421
459,701,12th Ave S,80th St E,Across from N,BLOOMINGTON,Hennepin, ,N,N,N, ,Y, , , ,0,0,44.85757995,-93.25792901
460,674,12th Ave S,80th St E,Near side S,BLOOMINGTON,Hennepin, ,N,N,Y, ,Y, , , ,0,0,44.85779109,-93.25810816
461,700,12th Ave S,82nd St E,Near side N,BLOOMINGTON,Hennepin, ,N,N,N, ,Y,1282, , ,0,0,44.85506302,-93.25793701
462,675,12th Ave S,82nd St E,Near side S,BLOOMINGTON,Hennepin, ,N,N,Y, ,Y,1282, , ,0,0,44.85530406,-93.25811097
463,699,12th Ave S,84th St E,Near side N,BLOOMINGTON,Hennepin, ,N,N,N, ,Y, , , ,0,0,44.85145391,-93.25795722
464,676,12th Ave S,84th St E,Near side S,BLOOMINGTON,Hennepin, ,N,N,Y, ,Y, , , ,0,0,44.85169312,-93.25810712
465,3679,12th Ave S,86th St E,Near side N,BLOOMINGTON,Hennepin, ,N,N,Y, ,Y, , , ,0,0,44.84783808,-93.25796804
466,3653,12th Ave S,86th St E,Near side S,BLOOMINGTON,Hennepin, ,N,N,N, ,Y, , , ,0,0,44.84808211,-93.2581373
467,3677,12th Ave S,88th St E,Near side N,BLOOMINGTON,Hennepin, ,N,N,N, ,Y, , , ,0,0,44.84424496,-93.2579663
468,3655,12th Ave S,88th St E,Near side S,BLOOMINGTON,Hennepin, ,N,N,N, ,Y, , , ,0,0,44.84447314,-93.25813511
469,3675,12th Ave S,90th St E,Near side N,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.84062501,-93.25796217
470,3657,12th Ave S,90th St E,Near side S,BLOOMINGTON,Hennepin, ,N,N,Y, ,Y, , , ,0,0,44.84087597,-93.2581322
471,3674,12th Ave S,92nd St E,Near side N,BLOOMINGTON,Hennepin, ,N,N,N, ,Y, , , ,0,0,44.83700195,-93.25798029
472,3658,12th Ave S,92nd St E,Near side S,BLOOMINGTON,Hennepin,5/14 missing T replaced,N,N,N, ,Y, , , ,0,0,44.83724002,-93.25811711
473,3660,12th Ave S,93rd 1/2 St E,Across from S,BLOOMINGTON,Hennepin, ,N,N,N, ,Y, , , ,0,0,44.83451595,-93.25812304
474,3672,12th Ave S,93rd 1/2 St E,Near side N,BLOOMINGTON,Hennepin, ,N,N,N, ,Y, , , ,0,0,44.83430996,-93.25797321
475,3671,12th Ave S,94th St E,Near side N,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.83339396,-93.25798304
476,40321,12th Ave S,94th St E,Near side S,BLOOMINGTON,Hennepin, ,N,N,N, ,Y, , , ,0,0,44.83362194,-93.25812322
477,702,12th Ave S,American Blvd,Near side N,BLOOMINGTON,Hennepin, ,N,N,Y, ,Y, , , ,0,0,44.85959699,-93.25791713
478,673,12th Ave S,American Blvd,Far side S,BLOOMINGTON,Hennepin,12/99 was NS RI-287,N,N,Y,ADA = driveway 10 ft back,Y, , , ,0,0,44.85946599,-93.2580859
479,703,12th Ave S,American Blvd / 78th St,Mid block N,BLOOMINGTON,Hennepin, ,N,N,N,ADA = driveway 15 ft back,Y, , , ,1,1,44.86081797,-93.2579103
480,3654,12th Ave S,Crest Rd,Across from S,BLOOMINGTON,Hennepin, ,N,N,N, ,Y, , , ,0,0,44.84534599,-93.25813508
481,3678,12th Ave S,Crest Rd,Near side N,BLOOMINGTON,Hennepin, ,N,N,N, ,Y, , , ,0,0,44.84516003,-93.25796735
482,3670,12th Ave S,Old Shakopee Rd,Far side N,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.83113505,-93.25734017
483,3663,12th Ave S,Old Shakopee Rd,Near side S,BLOOMINGTON,Hennepin,Posted no parking,N,N,Y, ,Y, , , ,0,0,44.83069795,-93.25695807
484,3656,12th Ave S,Park Rd,Across from S,BLOOMINGTON,Hennepin, ,N,N,N, ,Y, , , ,0,0,44.84174298,-93.25812595
485,3676,12th Ave S,Park Rd,Near side N,BLOOMINGTON,Hennepin, ,N,N,N, ,Y, , , ,0,0,44.84155216,-93.25795504
486,11908,12th St,Cedar St,Near side W,SAINT PAUL,Ramsey,1/04 was NB Cedar NS 11 St,N,N,Y,2/06 delete - BTR RI-221,N, , , ,0,0,44.95193,-93.09856205
487,49991,12th St E,University / Jackson,Mid block W,SAINT PAUL,Ramsey,"Pre-2002, recycled 6/11 A-8176",Y,N,Y,12/12 rt 285 reroute,N, , , ,0,0,44.95567797,-93.09277507
488,20008,12th St E,Wabasha St,Near side W,SAINT PAUL,Ramsey,3/12 recycled deleted Pre-2002,Y,N,Y,3/12-12/12 temp A-9691 BTR,N, , , ,0,0,44.95157103,-93.09956611
489,44063,12th St N,Currie Ave N,Across from N,MINNEAPOLIS,Hennepin, ,Y,N,Y,NS intersection,Y, , , ,0,0,44.977839,-93.28132527
490,44353,12th St N,Currie Ave N,Near side S,MINNEAPOLIS,Hennepin, ,Y,N,Y,6/09 Rt 755-6 reroute,N, , , ,0,0,44.97807988,-93.28165925
491,51183,12th St N,Gershwin Ave N,Near side E,OAKDALE,Ramsey,Need site check,N,N,N, ,Y, , , ,1,1,44.96560393,-92.98331525
492,19335,12th St S,2nd Ave / 3rd Ave S,Mid block E,MINNEAPOLIS,Hennepin,10/14 US Bench list,Y,N,Y,Mpls Convention Center,Y,123A, , ,1,0,44.97052594,-93.27284612
493,19336,12th St S,3rd Ave S,Far side E,MINNEAPOLIS,Hennepin,3/15 CBS shelter removed,Y,N,Y,12/09 deleted Marq2 = 123A,N, , , ,0,0,44.97000093,-93.27164309
494,19332,12th St S,Hennepin Ave S,Far side E,MINNEAPOLIS,Hennepin,1/15 MVTA id 01707,Y,N,Y, ,Y,12HE, , ,1,1,44.97432694,-93.28009504
495,54068,12th St S,LaSalle Ave,Near side E,MINNEAPOLIS,Hennepin,Future Nicollet Mall Detour stop,N,N,Y, ,Y, , , ,0,0,44.97268892,-93.27807623
496,19334,12th St S,Nicollet Mall,Far side E,MINNEAPOLIS,Hennepin,1/15 MVTA id 01722 (10/14 US Bench list),Y,N,Y, ,Y, , , ,1,1,44.97183905,-93.27607108
497,19333,12th St S,Yale Place,Near side E,MINNEAPOLIS,Hennepin,1/15 MVTA id 01721 (10/14 US Bench list),Y,N,Y, ,Y, , , ,1,1,44.97303691,-93.27904694
498,56164,12th St W,John Ireland Blvd,Near side W,SAINT PAUL,Ramsey,2014 new,Y,N,Y, ,Y, , , ,1,1,44.95141701,-93.104899
499,44444,132nd St W,132nd Way,Near side E,APPLE VALLEY,Dakota,Need site check,N,N,Y, ,Y, , , ,0,0,44.75750107,-93.19089734
500,44445,132nd St W,Fernando Ave,Across from E,APPLE VALLEY,Dakota,Need site check,N,N,Y,1/07 deleted - MVTA bsi,N, , , ,0,0,44.7576179,-93.1889641
501,44465,132nd St W,Fernando Ave,Near side W,APPLE VALLEY,Dakota,Need site check,N,N,Y,1/07 delete - MVTA bsi,N, , , ,0,0,44.75770905,-93.18877336
502,44443,132nd St W,Ferris Ave,Near side E,APPLE VALLEY,Dakota,Need site check,N,N,Y,1/07 deleted - MVTA bsi,N, , , ,0,0,44.75727704,-93.19216512
503,44467,132nd St W,Ferris Court,Near side W,APPLE VALLEY,Dakota,Need site check,N,N,Y,1/07 deleted - MVTA bsi,N, , , ,0,0,44.75750297,-93.19143419
504,44466,132nd St W,Finch Way,Near side W,APPLE VALLEY,Dakota,Need site check,N,N,Y, ,Y, , , ,0,0,44.75769801,-93.19000218
505,44468,132nd St W,Findlay Ave,Near side W,APPLE VALLEY,Dakota,Need site check,N,N,Y, ,Y, , , ,0,0,44.75738109,-93.1937213
506,44442,132nd St W,Findlay Ave,Near side E,APPLE VALLEY,Dakota,Need site check,N,N,Y, ,Y, , , ,0,0,44.75727693,-93.19398628
507,44440,132nd St W,Findlay Way #1,Across from E,APPLE VALLEY,Dakota, ,N,N,Y,1/07 deleted - MVTA bsi,N, , , ,0,0,44.75783499,-93.1966153
508,44469,132nd St W,Findlay Way #1,Across from W,APPLE VALLEY,Dakota, ,N,N,Y,1/07 deleted - MVTA bsi,N, , , ,0,0,44.7574371,-93.19498003
509,44470,132nd St W,Findlay Way #2,Near side W,APPLE VALLEY,Dakota, ,N,N,Y,1/07 deleted - MVTA bsi,N, , , ,0,0,44.75791695,-93.19648809
510,44441,132nd St W,Findlay Way #2,Near side E,APPLE VALLEY,Dakota, ,N,N,Y,1/07 deleted - MVTA bsi,N, , , ,0,0,44.75735999,-93.19516916
511,44471,132nd St W,Flagstaff Ave,Near side W,APPLE VALLEY,Dakota,Need site check,N,N,Y, ,Y, , , ,0,0,44.75804391,-93.19762426
512,44439,132nd St W,Flagstaff Ave,Near side E,APPLE VALLEY,Dakota,Need site check,N,N,Y, ,Y, , , ,0,0,44.75793396,-93.19790122
513,44438,132nd St W,Flamingo Court,Across from E,APPLE VALLEY,Dakota, ,N,N,Y,1/07 deleted - MVTA bsi,N, , , ,0,0,44.75783598,-93.19901035
514,44472,132nd St W,Flamingo Court,Near side W,APPLE VALLEY,Dakota, ,N,N,Y,1/07 deleted - MVTA bsi,N, , , ,0,0,44.75795396,-93.19887632
515,44437,132nd St W,Floral Court,Across from E,APPLE VALLEY,Dakota, ,N,N,Y,1/07 deleted - MVTA bsi,N, , , ,0,0,44.75778394,-93.20055401
516,48259,132nd St W,Foliage Ave,Near side W,APPLE VALLEY,Dakota,Need site check,N,N,Y, ,Y, , , ,0,0,44.75788902,-93.20182215
517,44436,132nd St W,Foliage Ave,Near side E,APPLE VALLEY,Dakota,Need site check,N,N,Y, ,Y, , , ,0,0,44.75778394,-93.20208712
518,45927,132nd St W,Fordham Court,Across from E,APPLE VALLEY,Dakota, ,N,N,Y,1/07 deleted - MVTA bsi,N, , , ,0,0,44.75775193,-93.20449393
519,44475,132nd St W,Fordham Court,Near side W,APPLE VALLEY,Dakota, ,N,N,Y,1/07 deleted - MVTA bsi,N, , , ,0,0,44.75787092,-93.204251
520,45895,132nd St W,Fordham Court,Near side W,APPLE VALLEY,Dakota, ,N,N,Y,1/07 deleted - MVTA bsi,N, , , ,0,0,44.75787092,-93.204251
521,44476,132nd St W,Galaxie Ave,Near side W,APPLE VALLEY,Dakota,Need site check,N,N,Y, ,Y,13GA, , ,0,0,44.75735589,-93.20685711
522,45926,132nd St W,Galaxie Ave,Far side E,APPLE VALLEY,Dakota, ,N,N,Y, ,Y,13GA, , ,0,0,44.75723414,-93.20653399
523,45928,132nd St W,Johnny Cake Ridge Rd,Near side E,APPLE VALLEY,Dakota, ,N,N,Y, ,Y, , , ,0,0,44.75726917,-93.18698236
524,45892,132nd St W,Johnny Cake Ridge Rd,Far side W,APPLE VALLEY,Dakota, ,N,N,Y, ,Y, , , ,0,0,44.7573951,-93.18698731
525,50452,13th Ave N,Fernbrook Lane,Near side E,PLYMOUTH,Hennepin,Need site check,N,N,Y,3/06 abandoned,N, , , ,0,0,44.99282518,-93.46171796
526,50446,13th Ave N,Harbor Lane,Near side W,PLYMOUTH,Hennepin,Need site check,N,N,Y,3/06 abandoned,N, , , ,0,0,44.99289998,-93.46336309
527,44669,13th Ave N,Hwy 169 Svc Rd,Near side E,PLYMOUTH,Hennepin, ,N,N,Y, ,Y,1316, , ,0,0,44.99293794,-93.40230318
528,44700,13th Ave N,Hwy 169 Svc Rd,Far side W,PLYMOUTH,Hennepin, ,N,N,Y, ,Y,1316, , ,0,0,44.99303816,-93.40198914
529,44518,140th St W,134th St W,Near side W,APPLE VALLEY,Dakota,8/10 MVTA id 01079,N,N,Y, ,Y, , , ,1,1,44.75294294,-93.24571519
530,44517,140th St W,135th St W,Near side W,APPLE VALLEY,Dakota,8/10 MVTA id 01078,N,N,Y,AX Holyoke Lane,Y, , , ,1,1,44.75203712,-93.24446025
531,49029,140th St W,137th St W,Across from E,APPLE VALLEY,Dakota, ,N,N,Y,9/05 abandoned,N, , , ,0,0,44.74634904,-93.23058637
532,49036,140th St W,137th St W,Near side W,APPLE VALLEY,Dakota,Need site check,N,N,Y,9/05 last used,N, , , ,0,0,44.74649305,-93.23033203
533,44516,140th St W,138th St W,Across from W,APPLE VALLEY,Dakota,8/10 MVTA id 01077,N,N,Y, ,Y, , , ,1,1,44.75036911,-93.24216334
534,44395,140th St W,138th St W,Near side E,APPLE VALLEY,Dakota,8/10 MVTA id 01099,N,N,Y, ,Y, , , ,1,1,44.75041999,-93.24249504
535,49039,140th St W,140th St Court,Across from W,APPLE VALLEY,Dakota, ,N,N,Y,9/05 last used,N, , , ,0,0,44.74653413,-93.2341714
536,49026,140th St W,140th St Court,Near side E,APPLE VALLEY,Dakota, ,N,N,Y,9/05 last used,N, , , ,0,0,44.74645412,-93.23451102
537,52820,140th St W,Cedar Ave,Near side E,APPLE VALLEY,Dakota,12/10 MVTA bsi = no stop,N,N,Y,8/13 was CE14 Node Only,N, , , ,0,0,44.74627998,-93.21813031
538,45812,140th St W,Cedar Ave,Far side W,APPLE VALLEY,Dakota, ,N,N,Y,5/14 was CE14 abandoned,N, , , ,0,0,44.74655093,-93.21804618
539,56230,140th St W,Diamond Path,Near side E,APPLE VALLEY,Dakota, ,N,N,Y,New Stop 3/16,Y, , , ,0,0,44.74631997,-93.15660913
540,45936,140th St W,Everest Ave,Across from E,APPLE VALLEY,Dakota, ,N,N,Y,6/10 MVTA,N, , , ,0,0,44.7464119,-93.18316133
541,53683,140th St W,Flagstaff Ave,Across from E,APPLE VALLEY,Dakota,6/13 new,N,N,Y, ,Y, , , ,1,1,44.74641891,-93.19517934
542,53684,140th St W,Flagstaff Ave,Near side W,APPLE VALLEY,Dakota,6/13 new,N,N,Y, ,Y, , , ,1,1,44.74658411,-93.19470517
543,53682,140th St W,Fountain / Fleetwood,Mid block E,APPLE VALLEY,Dakota,6/13 new,N,N,Y, ,Y, , , ,1,1,44.74640804,-93.20036612
544,53685,140th St W,Fountain Ave,Near side W,APPLE VALLEY,Dakota,6/13 new,N,N,Y, ,Y, , , ,1,1,44.74657502,-93.20180817
545,53655,140th St W,Galaxie Ave,Near side W,APPLE VALLEY,Dakota,6/13 new,N,N,Y, ,Y,14GA, , ,1,1,44.74656593,-93.20718522
546,53645,140th St W,Galaxie Ave,Far side E,APPLE VALLEY,Dakota,6/13 new,N,N,Y, ,Y,14GA, , ,1,1,44.74638701,-93.20690806
547,44396,140th St W,Garden View Dr,Near side E,APPLE VALLEY,Dakota,8/10 MVTA id 01100,N,N,Y, ,Y, , , ,1,1,44.74824191,-93.2384153
548,44515,140th St W,Garden View Dr,Far side W,APPLE VALLEY,Dakota,8/11 was GV14 last used 6/05,N,N,Y, ,Y, , , ,1,1,44.74844113,-93.23854813
549,53686,140th St W,Granite Ave,Across from W,APPLE VALLEY,Dakota,6/13 new,N,N,Y, ,Y, , , ,1,1,44.74654604,-93.21932835
550,45778,140th St W,Granite Ave,Near side E,APPLE VALLEY,Dakota,1/07 MVTA bsi - was Pennock / Cedar,N,N,Y, ,Y, , , ,1,1,44.74633692,-93.21961203
551,49034,140th St W,Guild Ave,Near side W,APPLE VALLEY,Dakota, ,N,N,Y,9/05 last used,N, , , ,0,0,44.74650111,-93.22548529
552,49031,140th St W,Guild Ave,Near side E,APPLE VALLEY,Dakota, ,N,N,Y,6/05 last used,N, , , ,0,0,44.74635293,-93.22575921
553,49035,140th St W,Guthrie Ave,Across from W,APPLE VALLEY,Dakota, ,N,N,Y,9/05 last used,N, , , ,0,0,44.7464919,-93.22776501
554,49030,140th St W,Guthrie Ave,Near side E,APPLE VALLEY,Dakota, ,N,N,Y,9/05 last used,N, , , ,0,0,44.74635903,-93.22794614
555,49038,140th St W,Hayes Rd,Across from W,APPLE VALLEY,Dakota, ,N,N,Y,9/05 last used,N, , , ,0,0,44.74651612,-93.23302735
556,49027,140th St W,Hayes Rd,Near side E,APPLE VALLEY,Dakota, ,N,N,Y,6/05 last used,N, , , ,0,0,44.74633191,-93.23321723
557,49028,140th St W,Herald Way,Across from E,APPLE VALLEY,Dakota, ,N,N,Y,6/05 last used,N, , , ,0,0,44.74633005,-93.23236505
558,49037,140th St W,Herald Way,Near side W,APPLE VALLEY,Dakota, ,N,N,Y,9/05 last used,N, , , ,0,0,44.74651992,-93.23226917
559,45775,140th St W,Holyoke Lane,Near side E,APPLE VALLEY,Dakota,8/10 MVTA id 01098,N,N,Y,farside AX 135th St,Y, , , ,1,1,44.75175315,-93.244347
560,45935,140th St W,Johnny Cake Ridge,Far side E,APPLE VALLEY,Dakota, ,N,N,Y,6/10 correct rtg (was 14JN),N, , , ,0,0,44.746385,-93.18638008
561,49033,140th St W,Pennock Ave,Near side W,APPLE VALLEY,Dakota, ,N,N,Y,9/05 abandoned,N, , , ,0,0,44.74652194,-93.22257211
562,49032,140th St W,Pennock Ave,Near side E,APPLE VALLEY,Dakota, ,N,N,Y,9/05 abandoned,N, , , ,0,0,44.74632393,-93.2230611
563,45937,140th St W,Pilot Knob Rd,Near side E,APPLE VALLEY,Dakota,Highland School,N,N,Y,6/10 MVTA deleted,N, , , ,0,0,44.74635306,-93.17714919
564,45774,140th St W (Co Rd 11 E),McAndrews Rd,Far side S,APPLE VALLEY,Dakota,8/10 MVTA id 01097,N,N,Y, ,Y,14MC, , ,1,1,44.75413007,-93.24721899
565,44519,140th St W (Co Rd 11),McAndrews Rd,Near side N,APPLE VALLEY,Dakota,Need site check,N,N,Y, ,Y,14MC, , ,0,0,44.75425399,-93.24698617
566,90070,140th Street W,Highway 77 NB Control Point,Near side W,APPLE VALLEY,Dakota,Control Point test 8/19,N,N,N,Control Point test 8/19,N, , , ,0,0,44.74660005,-93.21721124
567,52603,141st St W,Burnhaven Dr,Far side W,BURNSVILLE,Dakota,1/07 MVTA bsi,N,N,Y,12/09 last used,N, , , ,0,0,44.74795316,-93.29338134
568,52988,141st St W,Glendale Rd,Near side W,SAVAGE,Scott,12/08 add (4/08 MVTA bsi),N,N,Y,12/10 delete MVTA list,N, , , ,0,0,44.74811999,-93.33327627
569,52987,141st St W,Glendale Rd,Far side E,SAVAGE,Scott,4/08 MVTA bsi,N,N,Y,12/12 not MVTA bsi,N, , , ,0,0,44.7479842,-93.33319312
570,52604,141st St W,McAndrews Rd (Co Rd 38),Near side W,BURNSVILLE,Dakota,1/07 MVTA bsi,N,N,Y,12/09 last used,N, , , ,0,0,44.74952296,-93.29624901
571,52644,142nd St,Everest Ave,Across from W,APPLE VALLEY,Dakota,10/14 MVTA id 01107,N,N,Y, ,Y, , , ,0,0,44.74247709,-93.18371517
572,52645,142nd St,Johnny Cake Ridge Rd,Near side W,APPLE VALLEY,Dakota,10/14 MVTA id 01108 (1/07 MVTA bsi),N,N,Y, ,Y, , , ,0,0,44.74250012,-93.18677609
573,53527,142nd St W,Euclid Ave,Near side E,APPLE VALLEY,Dakota,10/14 MV id 01496,N,N,Y, ,Y, , , ,0,0,44.7427589,-93.17938207
574,53526,142nd St W,Everest Ave,Near side E,APPLE VALLEY,Dakota,10/14 MV id 01495,N,N,Y, ,Y, , , ,0,0,44.74237216,-93.18396936
575,48257,142nd St W,Pilot Knob Rd,Far side W,APPLE VALLEY,Dakota,10/14 MVTA id 01106,N,N,Y,Highland Middle School MB drives,Y,142P, , ,0,0,44.74287114,-93.17726335
576,53525,142th St W,Johnny Cake Ridge Rd,Far side E,APPLE VALLEY,Dakota,10/14 MV id 01494,N,N,Y, ,Y, , , ,0,0,44.742364,-93.18644421
577,48233,143rd St,Burnhaven Dr,Near side E,BURNSVILLE,Dakota,Need site check,N,N,Y, ,Y, , , ,1,1,44.74340114,-93.29407832
578,48234,143rd St,Burnhaven Dr,Far side W,BURNSVILLE,Dakota,1/07 MVTA bsi - was SB nearside,N,N,Y, ,Y, , , ,1,1,44.7434939,-93.2941681
579,52970,143rd St W,Chancellor Manor,Across from E,BURNSVILLE,Dakota,#14250 Irving Av S,N,N,Y,12/10 delete MVTA list,N, , , ,0,0,44.74274396,-93.29862498
580,52969,143rd St W,Chancellor Manor,Near side W,BURNSVILLE,Dakota,#14250 Irving Av S,N,N,Y,12/10 delete MVTA list,N, , , ,0,0,44.74284794,-93.29862627
581,53540,143rd St W,Co Rd 5,Far side E,BURNSVILLE,Dakota,9/10 MVTA bsi,N,N,Y, ,Y, , , ,1,1,44.74273989,-93.3024643
582,53782,143rd St W,Irving Ave,Near side W,BURNSVILLE,Dakota,6/14 MVTA #01678,N,N,Y, ,Y, , , ,1,1,44.7428531,-93.29792525
583,53781,143rd St W,Irving Ave,Near side E,BURNSVILLE,Dakota,6/14 MVTA #01677,N,N,Y, ,Y, , , ,1,1,44.74274096,-93.29819107
584,52971,143rd St W,Senior Apts,Near side E,BURNSVILLE,Dakota, ,N,N,Y,12/10 delete MVTA list,N, , , ,0,0,44.74273709,-93.30144821
585,47262,143rd St W,Whispering Oaks Apts,Near side W,BURNSVILLE,Dakota,4/08 was NS CR 5 - MVTA bsi,N,N,Y,#1600,Y, , , ,1,1,44.742842,-93.30119423
